image,gt_cx,gt_cy,gt_visible,pred_cx,pred_cy,pred_visible,centroid_error_px,within_threshold
youtube-420_jpg.rf.3da348a51ac1bd6cb641c41ae4e59edb,315.0,317.0,1,314.9800109863281,315.9599914550781,1,1.04,1
youtube-420_jpg.rf.8def8f4689c3bd7c353ea88c36e8afc0,291.5,377.0,1,292.69000244140625,373.5899963378906,1,3.62,1
youtube-421_jpg.rf.4954592b5c78e146f1f8de3f91ab6868,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-421_jpg.rf.5467615f4237b91ea541f4bb2942da8f,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-421_jpg.rf.65386d67d0017b34d1f6996f955a23c3,292.0,182.5,1,292.67999267578125,182.69000244140625,1,0.71,1
youtube-421_jpg.rf.93e0ea3c6481e40326a487820b70eaa4,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-423_jpg.rf.1efc0f2dc7576deeabf2ddab0270e493,365.0,340.0,1,-1.0,-1.0,0,-1.0,0
youtube-426_jpg.rf.fb3fa65f80a445e7c2d30e62bd54484b,191.0,214.5,1,189.66000366210938,214.41000366210938,1,1.35,1
youtube-427_jpg.rf.7c544c3369e0701227a436802d3a15cc,422.5,407.5,1,423.7200012207031,408.70001220703125,1,1.71,1
youtube-428_jpg.rf.27e88c2bf4e9101b89849b877255943d,328.5,240.5,1,328.44000244140625,241.05999755859375,1,0.56,1
youtube-429_jpg.rf.8625857921e0a07f55743b7c4214053b,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-430_jpg.rf.91149204f23ef3cb162657dbc927b44c,338.0,257.5,1,338.4200134277344,257.1199951171875,1,0.56,1
youtube-432_jpg.rf.2dd8648a677dfd6a0b841df0474f400f,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-441_jpg.rf.a1fcaa5b457edb628cd72470de4db00b,98.5,321.0,1,443.80999755859375,524.010009765625,1,400.57,0
youtube-446_jpg.rf.47e6f456562060e8b82877b8c5fa3a8c,327.5,374.0,1,327.8299865722656,373.7900085449219,1,0.39,1
youtube-446_jpg.rf.9cfed3567b2e280f616b764a4137dabf,93.5,334.5,1,496.70001220703125,502.95001220703125,1,436.98,0
youtube-447_jpg.rf.1104bb6e7c6d328d2343e16befb9a7fb,92.5,334.0,1,505.6700134277344,515.0599975585938,1,451.1,0
youtube-44_jpg.rf.052e67162568bcb9ab31fce4109d1bd2,253.5,324.0,1,255.77000427246094,330.8599853515625,1,7.23,1
youtube-451_jpg.rf.bb94c5625f357369f2ec7e8adb8257dc,453.5,473.0,1,452.2900085449219,472.7099914550781,1,1.25,1
youtube-454_jpg.rf.431ad341cb044ec169111fce88f22f52,-1.0,-1.0,0,86.2300033569336,349.4599914550781,1,-1.0,0
youtube-455_jpg.rf.4ab34fd893a044a57ef1606b8f9434ae,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-457_jpg.rf.f44760eabb2b0a14ba4a7013e41c32ae,210.0,190.5,1,209.66000366210938,189.94000244140625,1,0.66,1
youtube-459_jpg.rf.b9219f8dedf984afec909a187388ceed,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-45_jpg.rf.ac99df1e50676ffe377bcaa3a2aeefbb,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-460_jpg.rf.8e58351983040c9745586f9e9ca1cabc,9.0,494.0,1,8.920000076293945,494.17999267578125,1,0.2,1
youtube-465_jpg.rf.c4a8a41e997076541dc09e18be7c2688,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-469_jpg.rf.e1c2bed195429d2f3c38137ba3a21444,273.0,263.5,1,273.3900146484375,263.4200134277344,1,0.4,1
youtube-46_jpg.rf.a767b76f591aba1a6060972d8b0a1a93,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-46_jpg.rf.ab310b8ad9f54a274d93b9a353abaa7a,295.0,296.5,1,294.9200134277344,295.8299865722656,1,0.67,1
youtube-474_jpg.rf.3bbabdcbbb4f8c8e23d4c35a29a4c1a8,165.0,174.0,1,166.66000366210938,179.44000244140625,1,5.69,1
youtube-477_jpg.rf.52543dcd1224f6ad349618badc2eecfd,255.0,115.5,1,251.47000122070312,114.25,1,3.75,1
youtube-479_jpg.rf.40701831b16ef274f9153ead69da742f,316.0,60.0,1,314.3500061035156,59.52000045776367,1,1.71,1
youtube-482_jpg.rf.fd1bddb2ab4ea88757505f993b2a2c4b,-1.0,-1.0,0,293.5400085449219,235.7100067138672,1,-1.0,0
youtube-486_jpg.rf.fc7f1d60254329d001fce843d58ed26d,455.0,447.5,1,455.5299987792969,449.42999267578125,1,2.0,1
youtube-487_jpg.rf.2613fc1ed320b877d0706d65b5267915,441.0,549.0,1,441.80999755859375,552.1699829101562,1,3.27,1
youtube-487_jpg.rf.681d3a72ff65042afc5cb2850cee2b03,293.5,216.5,1,293.510009765625,216.49000549316406,1,0.01,1
youtube-487_jpg.rf.8b668d727a39e9cfa71959573b5c271a,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-48_jpg.rf.8b7a814395e8e730ba91a6eac1aa97bd,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-497_jpg.rf.1623021730b5af825c8927ab3ae3b040,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-49_jpg.rf.041459dffbaaf56d18485e8a5b3b1765,470.0,407.5,1,470.3800048828125,407.3800048828125,1,0.4,1
youtube-49_jpg.rf.894d7cacb807ea4f5e45c25a6e8a44c3,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-4_jpg.rf.82582e248ba83babea056ef33dd6c3e9,246.5,178.5,1,245.75,178.75,1,0.79,1
youtube-501_jpg.rf.dffe2173d3221026c7aa2a3a5541717a,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-506_jpg.rf.b18c4b72f058038a37e6673aaf51256e,296.0,153.0,1,295.510009765625,152.8000030517578,1,0.53,1
youtube-507_jpg.rf.86b82cde8b5c1f2c33e35c6f8acf5f7a,-1.0,-1.0,0,252.80999755859375,138.02000427246094,1,-1.0,0
youtube-50_jpg.rf.70cab2c909525097a1cd3f00c0ee8843,271.5,309.0,1,270.17999267578125,308.7699890136719,1,1.35,1
youtube-513_jpg.rf.d39475940a8da9ccba13b331daddb97d,292.0,337.5,1,291.7200012207031,338.17999267578125,1,0.74,1
youtube-514_jpg.rf.2bf492cb87b7c3a2d36b56c999923117,267.0,515.5,1,-1.0,-1.0,0,-1.0,0
youtube-523_jpg.rf.4d56760b319550eb2317f371a4e68c4d,354.0,203.5,1,353.8599853515625,202.85000610351562,1,0.67,1
youtube-532_jpg.rf.ac753f44d869279126a97518bdf6a587,449.0,252.5,1,448.5,252.36000061035156,1,0.52,1
youtube-546_jpg.rf.85f9879c9df7162113cfe0bab22dbaba,302.0,316.0,1,302.1700134277344,315.9800109863281,1,0.17,1
youtube-547_jpg.rf.78a942b82a7e631331ad4ad573fadb92,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-54_jpg.rf.a0de05fc5a7a86497b15426b2223033b,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-553_jpg.rf.9bfe76f2d7ab06a4360cac01625e162d,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-556_jpg.rf.989940d3be88049c466da330f7df2253,185.5,87.0,1,185.94000244140625,88.62999725341797,1,1.69,1
youtube-556_jpg.rf.dd38f4dd49f6242d62d1321557712784,234.5,153.5,1,232.32000732421875,153.0,1,2.24,1
youtube-55_jpg.rf.50024f3804c17931ce315ade6b3df368,445.0,386.5,1,-1.0,-1.0,0,-1.0,0
youtube-568_jpg.rf.5f7d4e43292a23a2d9ce98fdbc4f4318,305.5,250.5,1,304.42999267578125,250.5500030517578,1,1.07,1
youtube-56_jpg.rf.fbc316b77ada625f959c0d86b62a2d78,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-579_jpg.rf.4f654ddc1d9d2a475a5885191f9e7902,188.0,133.5,1,188.33999633789062,132.3000030517578,1,1.25,1
youtube-592_jpg.rf.352a1ba8f628fb7ef729bb38c7de5d00,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-60_jpg.rf.3f7b10117412fcb8352d2c5dfb9e71ec,-1.0,-1.0,0,473.95001220703125,396.42999267578125,1,-1.0,0
youtube-615_jpg.rf.c0b0fde346996b0a2201b1cd3e834ed8,332.0,280.5,1,332.5299987792969,279.7900085449219,1,0.89,1
youtube-62_jpg.rf.a9bd2bb41058080dee8b6c5e273faa2c,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-639_jpg.rf.ade758bacfce8558e866af68310edd20,-1.0,-1.0,0,619.2999877929688,308.6700134277344,1,-1.0,0
youtube-642_jpg.rf.3945bbd89a47759ff998d346f248b609,-1.0,-1.0,0,583.469970703125,312.6499938964844,1,-1.0,0
youtube-645_jpg.rf.04898849dcfcbcf3b91bf9495d6ec413,352.0,300.0,1,-1.0,-1.0,0,-1.0,0
youtube-648_jpg.rf.b17e2f6a188ccb9a972fd115881c3635,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-660_jpg.rf.f4233c666ab94ace9f5590e63e51651a,303.5,260.0,1,304.4200134277344,261.1300048828125,1,1.46,1
youtube-66_jpg.rf.06a148bf43a2a20f60b5b97d2efa5f4f,412.5,107.0,1,411.739990234375,107.31999969482422,1,0.82,1
youtube-66_jpg.rf.5722093c5b36c45c79d75e2f0c4390be,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-677_jpg.rf.ebf0f75a94b258aa9e8030787aba78d8,379.0,358.5,1,366.94000244140625,361.80999755859375,1,12.51,1
youtube-680_jpg.rf.c524f71da32920ea6f10869bac0efc93,301.5,223.0,1,301.8599853515625,223.38999938964844,1,0.53,1
youtube-682_jpg.rf.7abbfd5713e2c4c71283738d37b7a06c,605.0,301.0,1,604.739990234375,301.92999267578125,1,0.97,1
youtube-684_jpg.rf.391ed475ba96b759faf394dba89f0638,275.5,241.5,1,275.5400085449219,241.41000366210938,1,0.1,1
youtube-69_jpg.rf.01a66f533545422f398d943f091eeb2c,349.5,312.0,1,348.6300048828125,313.3500061035156,1,1.61,1
youtube-6_jpg.rf.ba99e7c52081e79b15d469bca21eaf51,316.0,298.0,1,316.4200134277344,298.2200012207031,1,0.47,1
youtube-71_jpg.rf.7ce99f85aa84bc9e12b32499a49666aa,353.5,283.5,1,352.9100036621094,283.8399963378906,1,0.69,1
youtube-720_jpg.rf.2136a2f34a800505071a79fe8b75e051,378.5,260.0,1,378.0799865722656,259.94000244140625,1,0.42,1
youtube-723_jpg.rf.6dd1300cb848bc6df44c9e5d67161d9f,425.5,244.5,1,425.5299987792969,244.58999633789062,1,0.09,1
youtube-727_jpg.rf.352296025e18c14bc760884edabc5a38,500.5,238.0,1,501.19000244140625,236.94000244140625,1,1.26,1
youtube-739_jpg.rf.9c97e87c4bef2eedeca1012f53480155,334.5,80.5,1,333.2900085449219,83.12000274658203,1,2.89,1
youtube-73_jpg.rf.e7aba87e85fa5023f0d242541ba1256d,234.0,242.0,1,233.61000061035156,241.9199981689453,1,0.4,1
youtube-744_jpg.rf.824df79d3cf88477a3c6a9107a6c24ab,445.0,260.5,1,445.1400146484375,261.7200012207031,1,1.23,1
youtube-745_jpg.rf.3c56d71f7b30c548be3577611c9daf89,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-747_jpg.rf.f86979b439752b01981ac2b01dfe4200,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-763_jpg.rf.5d23f6022ce340a82a1e825f1f2206bb,332.0,348.5,1,406.260009765625,118.5,1,241.69,0
youtube-774_jpg.rf.cf412d367106157a848585e94fd73763,317.0,458.5,1,317.760009765625,460.6600036621094,1,2.29,1
youtube-77_jpg.rf.fb4be833f9fc35c165232ff919ea371d,305.0,284.5,1,304.0799865722656,285.0899963378906,1,1.09,1
youtube-783_jpg.rf.3dca56ae5d77c727eacf2b5e8d04068d,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-787_jpg.rf.9d5c382846b442b82b1e77b961dfa4dd,259.5,460.0,1,257.75,458.7799987792969,1,2.13,1
youtube-794_jpg.rf.b5731e417e59eaeeb8f028a08c93a52d,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-795_jpg.rf.4f923164d466dbfb5859240461467c28,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-798_jpg.rf.f9d7d7e11b913caf1307df6d82b039e1,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-7_jpg.rf.b8a06bd167c2a55b84d4794f3b5dff63,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-7_jpg.rf.d9eaa63f480616196937a2441c5e84f3,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-807_jpg.rf.6d4828ddd9fe392acb0fed9fb13e278f,277.5,606.0,1,-1.0,-1.0,0,-1.0,0
youtube-80_jpg.rf.6e5d73fb52b1c7d60963d41d4818c3de,319.5,288.0,1,319.0199890136719,287.4100036621094,1,0.76,1
youtube-81_jpg.rf.d5ed00462a262c79f8fb52143f3f0141,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-823_jpg.rf.4870a3243f437ea0910cce21fd0e869d,299.5,288.0,1,299.45001220703125,288.6400146484375,1,0.64,1
youtube-833_jpg.rf.613e77466e4d3391c6c4abad90c38570,254.0,400.5,1,254.1300048828125,401.7200012207031,1,1.22,1
youtube-836_jpg.rf.9b9becaccb1ec97e7f52b6ffc62755aa,368.5,462.0,1,368.3500061035156,463.0,1,1.02,1
youtube-841_jpg.rf.60235402134200124ee0540da76aa46f,457.0,355.5,1,-1.0,-1.0,0,-1.0,0
youtube-844_jpg.rf.2f06b0a5a9bc995784094e758e9afee9,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-84_jpg.rf.2bccd1fc021fd85b877e59f6c1ec665e,308.5,271.5,1,308.5799865722656,271.5400085449219,1,0.09,1
youtube-84_jpg.rf.6eadcc6e9b05ea5044bdacaba06058c6,274.0,257.0,1,273.6099853515625,256.20001220703125,1,0.89,1
youtube-84_jpg.rf.a63a302572f0e88fd77bd9766370886b,218.0,347.0,1,217.52999877929688,347.3599853515625,1,0.59,1
youtube-858_jpg.rf.f41ed67949611421d2805674f4d06638,314.0,251.5,1,312.3800048828125,252.32000732421875,1,1.81,1
youtube-858_jpg.rf.f742845516dd68e058bd130a8e3870d4,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-85_jpg.rf.6e72a73a2f0fa7dc4bb8d49d4322a9fa,536.5,416.0,1,536.02001953125,416.8800048828125,1,1.0,1
youtube-866_jpg.rf.8e403a5053b1234fa43c948b1dbfd590,226.5,227.5,1,225.99000549316406,227.47000122070312,1,0.51,1
youtube-867_jpg.rf.3505333e6f1b39490e4a0ea79e7c3f68,-1.0,-1.0,0,371.6199951171875,228.02999877929688,1,-1.0,0
youtube-86_jpg.rf.ac82416a5fd4f4eee0f393a581fde919,276.0,464.5,1,-1.0,-1.0,0,-1.0,0
youtube-87_jpg.rf.1b4c3e5ba5bdef552a8281be17fa4be8,292.5,386.0,1,291.8500061035156,386.92999267578125,1,1.13,1
youtube-888_jpg.rf.5fc96d444eb75e25e641b09b3df4eb31,412.0,183.0,1,411.67999267578125,183.1699981689453,1,0.36,1
youtube-888_jpg.rf.eef8155b85e703983a9192e17f542527,327.5,216.0,1,328.07000732421875,216.0399932861328,1,0.57,1
youtube-88_jpg.rf.1b8918a450cdf4f59ab979b28859b551,283.0,305.0,1,283.4599914550781,304.75,1,0.52,1
youtube-897_jpg.rf.d4e90f6a8b84aea472101a09fe294606,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-900_jpg.rf.642ed53492123cb4510d0f279572b040,276.0,397.0,1,-1.0,-1.0,0,-1.0,0
youtube-906_jpg.rf.54795bb8dc2badcf4d1642fdb571f559,276.5,248.0,1,275.7799987792969,247.08999633789062,1,1.16,1
youtube-90_jpg.rf.74b058d9558a4bdb11162b26c34a6a87,281.5,282.0,1,281.0,281.44000244140625,1,0.75,1
youtube-914_jpg.rf.5276f096c33f145a59df56dd2eacbeff,109.0,170.0,1,108.05999755859375,168.6999969482422,1,1.6,1
youtube-918_jpg.rf.2551b7ca908e7a962dc003d21daf3b2a,335.0,266.5,1,334.8900146484375,266.3800048828125,1,0.16,1
youtube-918_jpg.rf.e79e53de3d7d58560313784e9de55f93,47.5,142.0,1,-1.0,-1.0,0,-1.0,0
youtube-91_jpg.rf.a7de5f0ee1250e1fb068097a6099ce8a,289.5,283.5,1,289.6300048828125,283.1199951171875,1,0.4,1
youtube-926_jpg.rf.98261bc0537b11ae9df55c9fdeac172e,384.0,392.5,1,-1.0,-1.0,0,-1.0,0
youtube-927_jpg.rf.303ee7a917d1d5eadc0b0bbb9e977334,401.5,293.0,1,-1.0,-1.0,0,-1.0,0
youtube-92_jpg.rf.7d7d17794a031c3d21280b391bf4dc80,394.0,88.0,1,394.2900085449219,90.0199966430664,1,2.04,1
youtube-92_jpg.rf.e76f6abd3af6a79a9eb63554329b0b2d,331.5,371.5,1,331.7099914550781,371.6700134277344,1,0.27,1
youtube-935_jpg.rf.1dcf014f8fa6bb20a1ba8a3ab714ebc2,278.5,289.5,1,279.69000244140625,289.1199951171875,1,1.24,1
youtube-93_jpg.rf.eead1fec39ce73f2ee13ac64c4f78711,243.5,426.5,1,243.35000610351562,427.8599853515625,1,1.37,1
youtube-953_jpg.rf.051c08c84ca303e44385c2cd06c33986,266.5,168.0,1,266.2099914550781,167.6199951171875,1,0.48,1
youtube-954_jpg.rf.7fd0e7a2788317cccc2b73aaa8593a26,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-961_jpg.rf.55887a1d642be5db9034bd2fb5acbc43,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-969_jpg.rf.b6662c855bfa074b28feb9e6689442ce,380.0,366.0,1,-1.0,-1.0,0,-1.0,0
youtube-970_jpg.rf.5a768abb42458c43a74b58a166fa54c2,362.5,322.5,1,362.1400146484375,323.0,1,0.62,1
youtube-971_jpg.rf.eab45c50efdd47362e1ecd272ea515f7,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-979_jpg.rf.a587a4e00608bd2912241f03ff7e7f90,129.0,380.0,1,129.17999267578125,380.05999755859375,1,0.19,1
youtube-97_jpg.rf.243c822da18effa2413ff42694e581cb,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
youtube-98_jpg.rf.58b6053615f741954396cb1d3037632b,459.0,265.0,1,458.4100036621094,261.95001220703125,1,3.11,1
youtube-991_jpg.rf.248721363bb5baab9203632c0bd805c6,432.0,495.0,1,432.0899963378906,494.0,1,1.0,1
youtube-992_jpg.rf.c07a10eb5e18f6f2faf7607ba77939ca,455.5,496.0,1,456.1099853515625,496.7099914550781,1,0.94,1
youtube-999_jpg.rf.4462eb64b50f65dbcf9e496691c27bc8,391.0,369.5,1,391.79998779296875,368.1400146484375,1,1.58,1
youtube-99_jpg.rf.9882df64149b536d3ba5f8f4e40418f9,269.0,273.0,1,266.5,273.67999267578125,1,2.59,1
youtube-9_jpg.rf.4ff45b25ec96f8e5c02288ca73bbb28d,168.0,336.5,1,164.0800018310547,337.25,1,3.99,1
youtube-9_jpg.rf.f5b04fb7f819fd82c997918f8396188c,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,0
